,record.id,best_hit_id,identity%,alignment_length,evalue,bitscore
14124,tr|B3KN83|B3KN83_HUMAN,bmy_09313T0,33.333,57,4.4,25.8
14125,tr|B3KNA5|B3KNA5_HUMAN,bmy_03379T0,100.000,52,4.43e-26,96.7
14126,tr|B3KNB6|B3KNB6_HUMAN,bmy_06996T0,100.000,83,8.99e-58,180
14127,tr|B3KNG2|B3KNG2_HUMAN,bmy_20195T0,100.000,109,1.73e-72,222
14128,tr|B3KNG3|B3KNG3_HUMAN,bmy_08606T0,94.690,113,8.61e-72,220
14129,tr|B3KNH2|B3KNH2_HUMAN,bmy_05374T0,100.000,106,1.60e-73,232
14130,tr|B3KNJ0|B3KNJ0_HUMAN,bmy_21376T0,56.944,72,2.52e-26,93.2
14131,tr|B3KNL7|B3KNL7_HUMAN,bmy_01713T0,89.011,91,3.70e-54,165
14132,tr|B3KNQ5|B3KNQ5_HUMAN,bmy_01345T0,68.254,126,4.99e-39,128
14133,tr|B3KNS4|B3KNS4_HUMAN,bmy_20599T0,26.531,98,0.38,28.9
14134,tr|B3KNY7|B3KNY7_HUMAN,bmy_04889T0,96.330,109,3.17e-71,218
14135,tr|B3KP02|B3KP02_HUMAN,bmy_00166T0,35.294,68,0.51,28.5
14136,tr|B3KPS1|B3KPS1_HUMAN,,,,,
14137,tr|B3KPT9|B3KPT9_HUMAN,bmy_16197T0,33.333,72,0.052,32.0
14138,tr|B3KQB0|B3KQB0_HUMAN,bmy_13374T0,63.830,141,5.83e-50,160
14139,tr|B3KQC6|B3KQC6_HUMAN,bmy_12017T0,80.952,105,2.22e-56,174
14140,tr|B3KQJ9|B3KQJ9_HUMAN,bmy_21858T0,97.000,100,3.05e-68,199
14141,tr|B3KQK3|B3KQK3_HUMAN,bmy_14117T0,98.319,119,7.66e-80,239
14142,tr|B3KQL3|B3KQL3_HUMAN,bmy_09910T0,88.235,119,9.46e-69,207
14143,tr|B3KQX1|B3KQX1_HUMAN,bmy_18269T0,77.885,104,1.40e-53,165
14144,tr|B3KRW9|B3KRW9_HUMAN,bmy_00506T0,31.579,38,0.87,28.1
14145,tr|B3KRX2|B3KRX2_HUMAN,bmy_20333T0,28.302,53,0.82,28.1
14146,tr|B3KS40|B3KS40_HUMAN,bmy_11559T0,100.000,99,4.21e-63,202
14147,tr|B3KSI5|B3KSI5_HUMAN,bmy_10203T0,88.696,115,5.01e-63,191
14148,tr|B3KSL9|B3KSL9_HUMAN,bmy_00141T0,36.364,33,0.30,28.9
14149,tr|B3KSP8|B3KSP8_HUMAN,bmy_04324T0,95.413,109,1.86e-55,174
14150,tr|B3KSU5|B3KSU5_HUMAN,bmy_19535T0,75.862,116,2.00e-57,180
14151,tr|B3KSW2|B3KSW2_HUMAN,bmy_16978T0,90.909,88,4.80e-54,176
14152,tr|B3KT37|B3KT37_HUMAN,bmy_00166T0,88.732,71,7.64e-40,133
14153,tr|B3KT64|B3KT64_HUMAN,bmy_04723T0,90.217,92,4.67e-57,183
14154,tr|B3KT78|B3KT78_HUMAN,bmy_08297T0,75.824,91,4.68e-26,100
14155,tr|B3KT82|B3KT82_HUMAN,bmy_09058T0,42.308,26,1.2,27.7
14156,tr|B3KTA6|B3KTA6_HUMAN,bmy_15502T0,64.557,79,6.49e-33,118
14157,tr|B3KTC6|B3KTC6_HUMAN,bmy_09519T0,96.522,115,2.21e-77,234
14158,tr|B3KTF3|B3KTF3_HUMAN,bmy_10585T0,88.889,63,1.02e-35,118
14159,tr|B3KTI7|B3KTI7_HUMAN,bmy_07502T0,85.484,62,4.01e-28,102
14160,tr|B3KTL5|B3KTL5_HUMAN,bmy_04102T0,42.718,103,6.34e-23,90.5
14161,tr|B3KTR9|B3KTR9_HUMAN,bmy_13591T0,38.889,90,2.11e-13,63.5
14162,tr|B3KTT3|B3KTT3_HUMAN,bmy_08628T0,80.769,104,1.37e-53,163
14163,tr|B3KTU6|B3KTU6_HUMAN,bmy_03972T0,93.750,48,5.97e-26,98.2
14164,tr|B3KUA5|B3KUA5_HUMAN,bmy_21597T0,79.646,113,8.66e-44,147
14165,tr|B3KUL2|B3KUL2_HUMAN,bmy_17010T0,90.909,110,1.38e-66,209
14166,tr|B3KUU6|B3KUU6_HUMAN,bmy_12659T0,100.000,96,1.91e-60,195
14167,tr|B3KUW6|B3KUW6_HUMAN,bmy_03921T0,35.135,37,0.69,28.5
14168,tr|B3KUZ4|B3KUZ4_HUMAN,bmy_10072T0,100.000,114,5.54e-81,243
14169,tr|B3KVA2|B3KVA2_HUMAN,bmy_02411T0,78.302,106,1.14e-57,177
14170,tr|B3KVW3|B3KVW3_HUMAN,bmy_08166T0,87.736,106,1.47e-65,195
14171,tr|B3KW43|B3KW43_HUMAN,bmy_15595T0,35.065,77,2.7,26.9
14172,tr|B3KW47|B3KW47_HUMAN,bmy_16004T0,74.194,93,1.09e-45,145
14173,tr|B3KW74|B3KW74_HUMAN,bmy_11483T0,44.231,52,3.45e-06,43.5
14174,tr|B3KW75|B3KW75_HUMAN,bmy_01892T0,32.727,55,0.82,28.1
14175,tr|B3KWN2|B3KWN2_HUMAN,bmy_18291T0,99.145,117,4.38e-83,242
14176,tr|B3KWP5|B3KWP5_HUMAN,bmy_09344T0,98.824,85,8.16e-58,177
14177,tr|B3KWW6|B3KWW6_HUMAN,bmy_06272T0,52.000,100,1.13e-21,84.0
14178,tr|B3KWY8|B3KWY8_HUMAN,bmy_11456T0,21.333,75,0.030,32.0
14179,tr|B3KWZ2|B3KWZ2_HUMAN,bmy_06461T0,83.898,118,2.29e-70,219
14180,tr|B3KX01|B3KX01_HUMAN,bmy_21376T0,61.765,68,6.33e-26,92.0
14181,tr|B3KX37|B3KX37_HUMAN,bmy_04334T0,89.216,102,1.02e-56,181
14182,tr|B3KX55|B3KX55_HUMAN,bmy_18190T0,97.183,71,7.14e-45,145
14183,tr|B3KY22|B3KY22_HUMAN,bmy_08217T0,84.211,57,1.40e-22,90.1
14184,tr|B3KY40|B3KY40_HUMAN,bmy_17281T0,86.441,59,2.24e-29,103
14185,tr|B3KY73|B3KY73_HUMAN,bmy_11952T0,96.190,105,2.88e-70,207
14186,tr|B3KY75|B3KY75_HUMAN,bmy_11491T0,67.347,98,1.39e-33,114
14187,tr|B3V8R7|B3V8R7_HUMAN,bmy_20583T0,40.351,114,8.33e-25,96.7
14188,tr|B3VCF8|B3VCF8_HUMAN,bmy_06038T0,98.824,85,1.07e-58,183
14189,tr|B3VL05|B3VL05_HUMAN,bmy_22699T0,87.619,105,1.62e-65,194
14190,tr|B3VL17|B3VL17_HUMAN,bmy_22699T0,86.667,105,3.49e-64,190
14191,tr|B3VL31|B3VL31_HUMAN,bmy_22699T0,87.619,105,2.49e-65,193
14192,tr|B3VRD5|B3VRD5_HUMAN,bmy_04902T0,90.598,117,2.71e-67,211
14193,tr|B3VRF0|B3VRF0_HUMAN,bmy_21908T0,75.000,64,1.27e-26,96.3
14194,tr|B3VTS8|B3VTS8_HUMAN,bmy_11304T0,78.218,101,6.23e-46,157
14195,tr|B3Y1W5|B3Y1W5_HUMAN,bmy_21929T0,93.750,48,3.71e-24,90.9
14196,tr|B3Y1W8|B3Y1W8_HUMAN,bmy_21929T0,93.750,48,2.15e-24,90.5
14197,tr|B4DDQ7|B4DDQ7_HUMAN,bmy_10241T0,54.676,139,4.21e-34,119
14198,tr|B4DE13|B4DE13_HUMAN,bmy_07852T0,95.745,94,6.66e-59,186
14199,tr|B4DEL4|B4DEL4_HUMAN,bmy_10927T0,95.349,86,7.76e-57,180
14200,tr|B4DEN1|B4DEN1_HUMAN,bmy_17745T0,88.679,106,1.86e-55,170
14201,tr|B4DES3|B4DES3_HUMAN,bmy_05469T0,25.234,107,0.86,28.5
14202,tr|B4DEW1|B4DEW1_HUMAN,bmy_00590T0,27.273,99,0.81,28.1
14203,tr|B4DFA9|B4DFA9_HUMAN,bmy_18782T0,100.000,54,1.51e-32,116
14204,tr|B4DFB5|B4DFB5_HUMAN,bmy_11547T0,83.673,49,2.18e-21,85.9
14205,tr|B4DFC5|B4DFC5_HUMAN,bmy_12898T0,30.952,42,4.6,26.2
14206,tr|B4DFF9|B4DFF9_HUMAN,bmy_12563T0,84.112,107,4.82e-61,185
14207,tr|B4DFG3|B4DFG3_HUMAN,bmy_02676T0,28.333,60,0.59,28.9
14208,tr|B4DFH2|B4DFH2_HUMAN,bmy_12512T0,94.495,109,2.23e-75,225
14209,tr|B4DFK2|B4DFK2_HUMAN,bmy_00255T0,73.950,119,8.80e-51,167
14210,tr|B4DFN5|B4DFN5_HUMAN,bmy_21183T0,29.268,41,2.7,26.9
14211,tr|B4DG43|B4DG43_HUMAN,bmy_15883T0,89.565,115,1.64e-73,223
14212,tr|B4DG98|B4DG98_HUMAN,bmy_19340T0,84.545,110,9.62e-56,176
14213,tr|B4DGL7|B4DGL7_HUMAN,bmy_01343T0,53.333,75,5.31e-20,76.6
14214,tr|B4DGW9|B4DGW9_HUMAN,bmy_02092T0,76.042,96,1.78e-41,135
14215,tr|B4DGZ1|B4DGZ1_HUMAN,bmy_04085T0,58.333,108,1.49e-18,79.0
14216,tr|B4DH90|B4DH90_HUMAN,bmy_16610T0,98.485,66,7.66e-46,142
14217,tr|B4DHB1|B4DHB1_HUMAN,bmy_18810T0,87.755,98,1.65e-53,169
14218,tr|B4DHT8|B4DHT8_HUMAN,bmy_00808T0,32.710,107,5.29e-05,40.4
14219,tr|B4DHZ4|B4DHZ4_HUMAN,bmy_21118T0,79.545,44,6.13e-16,70.5
14220,tr|B4DIP1|B4DIP1_HUMAN,bmy_09070T0,23.457,81,1.2,27.7
14221,tr|B4DIS3|B4DIS3_HUMAN,bmy_05228T0,87.500,96,3.52e-52,159
14222,tr|B4DIU4|B4DIU4_HUMAN,bmy_06045T0,67.227,119,3.93e-47,160
14223,tr|B4DIY1|B4DIY1_HUMAN,bmy_21558T0,57.377,61,3.71e-20,83.2
14224,tr|B4DJ34|B4DJ34_HUMAN,bmy_12880T0,29.885,87,2.0,26.9
14225,tr|B4DJ89|B4DJ89_HUMAN,bmy_06658T0,100.000,51,1.97e-29,103
14226,tr|B4DJH0|B4DJH0_HUMAN,bmy_06084T0,38.889,36,0.71,28.5
14227,tr|B4DJJ4|B4DJJ4_HUMAN,bmy_00121T0,32.143,84,2.5,26.6
14228,tr|B4DJM3|B4DJM3_HUMAN,bmy_07088T0,50.000,26,3.0,26.2
14229,tr|B4DJP0|B4DJP0_HUMAN,bmy_20746T0,96.078,102,1.24e-66,202
14230,tr|B4DJQ7|B4DJQ7_HUMAN,bmy_01394T0,40.000,95,3.81e-14,62.8
14231,tr|B4DK34|B4DK34_HUMAN,bmy_13542T0,100.000,104,2.94e-74,223
14232,tr|B4DKB3|B4DKB3_HUMAN,bmy_09069T0,98.165,109,2.57e-69,209
14233,tr|B4DKP7|B4DKP7_HUMAN,bmy_04477T0,20.879,91,0.42,28.9
14234,tr|B4DKR7|B4DKR7_HUMAN,bmy_04046T0,97.436,39,1.03e-20,84.7
14235,tr|B4DL22|B4DL22_HUMAN,bmy_05784T0,78.302,106,2.42e-43,149
14236,tr|B4DL91|B4DL91_HUMAN,bmy_05029T0,59.783,92,1.72e-32,112
14237,tr|B4DL94|B4DL94_HUMAN,bmy_18070T0,93.269,104,4.13e-70,209
14238,tr|B4DMF6|B4DMF6_HUMAN,bmy_15714T0,88.235,102,1.47e-51,161
14239,tr|B4DMJ8|B4DMJ8_HUMAN,bmy_15720T0,100.000,115,8.76e-84,242
14240,tr|B4DMN3|B4DMN3_HUMAN,bmy_17732T0,43.182,88,5.26e-09,52.0
14241,tr|B4DMY2|B4DMY2_HUMAN,bmy_07009T0,72.566,113,2.34e-53,166
14242,tr|B4DN29|B4DN29_HUMAN,bmy_14652T0,68.132,91,1.59e-40,132
14243,tr|B4DN48|B4DN48_HUMAN,bmy_17668T0,91.818,110,2.06e-56,185
14244,tr|B4DNE5|B4DNE5_HUMAN,bmy_14948T0,86.792,53,1.49e-23,93.2
14245,tr|B4DNF2|B4DNF2_HUMAN,bmy_00766T0,86.567,67,1.42e-38,135
14246,tr|B4DNG6|B4DNG6_HUMAN,bmy_02482T0,98.824,85,5.39e-53,168
14247,tr|B4DNP3|B4DNP3_HUMAN,bmy_03943T0,66.176,68,2.33e-21,86.7
14248,tr|B4DNS4|B4DNS4_HUMAN,bmy_00226T0,70.629,143,1.89e-61,186
14249,tr|B4DP32|B4DP32_HUMAN,bmy_16351T0,84.375,96,1.06e-52,162
14250,tr|B4DP40|B4DP40_HUMAN,bmy_20463T0,83.333,24,1.19e-06,43.9
14251,tr|B4DP81|B4DP81_HUMAN,bmy_02421T0,92.929,99,3.78e-55,181
14252,tr|B4DQD5|B4DQD5_HUMAN,bmy_08726T0,77.419,93,5.78e-51,162
14253,tr|B4DQF0|B4DQF0_HUMAN,bmy_08348T0,90.909,99,1.68e-53,169
14254,tr|B4DQH2|B4DQH2_HUMAN,bmy_05976T0,74.074,135,3.78e-42,138
14255,tr|B4DQP5|B4DQP5_HUMAN,bmy_05313T0,78.313,83,1.18e-44,142
14256,tr|B4DRD5|B4DRD5_HUMAN,bmy_09727T0,77.381,84,1.38e-36,125
14257,tr|B4DRF8|B4DRF8_HUMAN,bmy_01014T0,35.897,39,3.1,26.2
14258,tr|B4DRH9|B4DRH9_HUMAN,bmy_09974T0,77.632,76,2.25e-32,118
14259,tr|B4DRL0|B4DRL0_HUMAN,bmy_01015T0,88.312,77,1.82e-41,135
14260,tr|B4DRX8|B4DRX8_HUMAN,bmy_22395T0,85.000,100,4.53e-49,160
14261,tr|B4DS54|B4DS54_HUMAN,bmy_12304T0,83.962,106,1.76e-55,184
14262,tr|B4DSG7|B4DSG7_HUMAN,bmy_03458T0,93.043,115,3.72e-72,213
14263,tr|B4DSM9|B4DSM9_HUMAN,bmy_19257T0,98.230,113,3.54e-79,235
14264,tr|B4DSP7|B4DSP7_HUMAN,bmy_22376T0,86.076,79,3.25e-43,138
14265,tr|B4DSR2|B4DSR2_HUMAN,bmy_17651T0,33.036,112,0.24,29.6
14266,tr|B4DUF4|B4DUF4_HUMAN,bmy_17347T0,31.373,51,0.81,28.5
14267,tr|B4DUG4|B4DUG4_HUMAN,bmy_15232T0,88.889,54,5.48e-25,91.7
14268,tr|B4DUK1|B4DUK1_HUMAN,bmy_20100T0,90.323,93,4.41e-59,181
14269,tr|B4DUR2|B4DUR2_HUMAN,bmy_14695T0,94.253,87,5.56e-56,175
14270,tr|B4DUX7|B4DUX7_HUMAN,bmy_02374T0,34.615,52,0.10,30.8
14271,tr|B4DV03|B4DV03_HUMAN,bmy_21885T0,50.000,34,0.024,32.7
14272,tr|B4DV27|B4DV27_HUMAN,bmy_15134T0,24.561,114,0.47,28.9
14273,tr|B4DVA3|B4DVA3_HUMAN,bmy_02316T0,55.039,129,8.02e-37,127
14274,tr|B4DVC2|B4DVC2_HUMAN,bmy_14316T0,71.698,53,4.16e-22,83.2
14275,tr|B4DVI1|B4DVI1_HUMAN,bmy_15191T0,26.437,87,3.1,26.6
14276,tr|B4DVN0|B4DVN0_HUMAN,bmy_06244T0,69.643,56,1.48e-20,84.7
14277,tr|B4DVR8|B4DVR8_HUMAN,bmy_13831T0,88.785,107,3.98e-65,201
14278,tr|B4DVV2|B4DVV2_HUMAN,bmy_15838T0,87.179,117,2.13e-70,211
14279,tr|B4DWF1|B4DWF1_HUMAN,bmy_07853T0,81.905,105,1.20e-37,133
14280,tr|B4DWQ1|B4DWQ1_HUMAN,bmy_01437T0,30.508,59,2.2,26.6
14281,tr|B4DWQ7|B4DWQ7_HUMAN,bmy_02901T0,64.286,14,1.7,27.3
14282,tr|B4DWU8|B4DWU8_HUMAN,bmy_11737T0,91.000,100,6.81e-63,194
14283,tr|B4DXH6|B4DXH6_HUMAN,bmy_09431T0,91.753,97,4.58e-57,181
14284,tr|B4DXM3|B4DXM3_HUMAN,bmy_04085T0,50.000,102,8.60e-23,91.7
14285,tr|B4DYJ9|B4DYJ9_HUMAN,bmy_06984T0,39.474,38,0.14,30.0
14286,tr|B4DYW4|B4DYW4_HUMAN,bmy_06608T0,37.143,35,2.9,26.6
14287,tr|B4DZA1|B4DZA1_HUMAN,bmy_04085T0,75.439,57,7.57e-21,85.9
14288,tr|B4E0D1|B4E0D1_HUMAN,bmy_20244T0,97.248,109,2.51e-69,218
14289,tr|B4E0E3|B4E0E3_HUMAN,bmy_07838T0,93.750,80,2.13e-50,157
14290,tr|B4E0E5|B4E0E5_HUMAN,bmy_18012T0,92.929,99,1.92e-59,185
14291,tr|B4E0G5|B4E0G5_HUMAN,bmy_03958T0,80.769,78,5.28e-39,133
14292,tr|B4E0H4|B4E0H4_HUMAN,bmy_06741T0,33.333,36,0.30,29.6
14293,tr|B4E0L7|B4E0L7_HUMAN,bmy_07377T0,84.932,73,5.02e-40,135
14294,tr|B4E112|B4E112_HUMAN,bmy_09101T0,94.737,95,1.37e-59,182
14295,tr|B4E1I2|B4E1I2_HUMAN,bmy_11032T0,43.119,109,1.06e-17,73.9
14296,tr|B4E1K2|B4E1K2_HUMAN,bmy_21868T0,84.507,71,5.49e-35,123
14297,tr|B4E1L1|B4E1L1_HUMAN,bmy_11353T0,78.409,88,4.22e-47,155
14298,tr|B4E1L9|B4E1L9_HUMAN,bmy_16487T0,30.263,76,0.58,28.5
14299,tr|B4E1T3|B4E1T3_HUMAN,bmy_12065T0,78.740,127,1.31e-51,157
14300,tr|B4E1Y5|B4E1Y5_HUMAN,bmy_15628T0,93.750,112,1.46e-61,196
14301,tr|B4E214|B4E214_HUMAN,bmy_22107T0,94.286,35,1.10e-17,75.9
14302,tr|B4E2L9|B4E2L9_HUMAN,bmy_01227T0,77.778,99,5.54e-54,166
14303,tr|B4E2Z4|B4E2Z4_HUMAN,bmy_05272T0,92.857,70,1.68e-39,138
14304,tr|B4E301|B4E301_HUMAN,bmy_02564T0,58.559,111,7.34e-36,123
14305,tr|B4E314|B4E314_HUMAN,bmy_18088T0,43.590,39,0.089,31.2
14306,tr|B4E387|B4E387_HUMAN,bmy_13474T0,96.591,88,2.91e-55,175
14307,tr|B4E3B9|B4E3B9_HUMAN,bmy_08863T0,93.069,101,1.33e-63,192
14308,tr|B4E3T5|B4E3T5_HUMAN,bmy_17601T0,64.655,116,1.06e-42,145
14309,tr|B4E3U8|B4E3U8_HUMAN,bmy_03391T0,100.000,52,4.11e-34,122
14310,tr|B4E3W2|B4E3W2_HUMAN,bmy_10101T0,26.531,98,0.25,30.0
14311,tr|B4E3X0|B4E3X0_HUMAN,bmy_06741T0,33.333,36,0.23,30.0
14312,tr|B4E3X2|B4E3X2_HUMAN,bmy_06192T0,41.935,31,0.15,30.4
14313,tr|B4F4R9|B4F4R9_HUMAN,bmy_02042T0,67.857,56,2.74e-18,77.8
14314,tr|B4XH68|B4XH68_HUMAN,bmy_05637T0,69.474,95,3.91e-41,138
14315,tr|B4XH69|B4XH69_HUMAN,bmy_05637T0,70.526,95,2.27e-41,138
14316,tr|B4XZE4|B4XZE4_HUMAN,bmy_00954T0,40.625,32,0.57,28.9
14317,tr|B5BNW7|B5BNW7_HUMAN,bmy_07260T0,100.000,38,3.46e-20,80.9
14318,tr|B5BUD8|B5BUD8_HUMAN,bmy_21368T0,98.990,99,9.57e-67,200
14319,tr|B5BUM4|B5BUM4_HUMAN,bmy_17130T0,24.272,103,0.13,30.8
14320,tr|B5MBY8|B5MBY8_HUMAN,bmy_22436T0,76.000,50,7.08e-23,85.5
14321,tr|B5MC27|B5MC27_HUMAN,bmy_07143T0,80.672,119,4.48e-66,197
14322,tr|B5MC54|B5MC54_HUMAN,bmy_01553T0,68.000,50,3.24e-16,71.6
14323,tr|B5MCB5|B5MCB5_HUMAN,bmy_13475T0,100.000,67,8.32e-44,140
14324,tr|B5MCD9|B5MCD9_HUMAN,bmy_19139T0,93.182,44,4.95e-22,86.7
14325,tr|B5MCI8|B5MCI8_HUMAN,bmy_14045T0,31.579,76,0.008,33.9
14326,tr|B5MCM1|B5MCM1_HUMAN,bmy_19808T0,83.871,93,3.13e-38,131
14327,tr|B5MCY4|B5MCY4_HUMAN,bmy_21735T0,71.028,107,2.20e-43,147
14328,tr|B5MD06|B5MD06_HUMAN,bmy_18526T0,89.189,37,1.29e-16,69.7
14329,tr|B5MDD7|B5MDD7_HUMAN,bmy_14807T0,55.556,27,1.59e-04,38.9
14330,tr|B6DU66|B6DU66_HUMAN,bmy_12944T0,94.118,85,4.76e-54,164
14331,tr|B6EC96|B6EC96_HUMAN,bmy_03381T0,73.171,41,1.38e-14,66.6
14332,tr|B6ECB0|B6ECB0_HUMAN,bmy_03381T0,63.291,79,1.17e-23,91.3
14333,tr|B6ECB1|B6ECB1_HUMAN,bmy_03381T0,73.171,41,1.38e-14,66.6
14334,tr|B6HY86|B6HY86_HUMAN,bmy_12444T0,72.727,33,1.30e-09,53.1
14335,tr|B6VE01|B6VE01_HUMAN,bmy_03122T0,71.875,64,9.20e-22,87.4
14336,tr|B7WNH4|B7WNH4_HUMAN,bmy_21877T0,92.308,52,4.85e-30,105
14337,tr|B7Z1K3|B7Z1K3_HUMAN,bmy_18464T0,24.490,49,0.025,32.3
14338,tr|B7Z1K8|B7Z1K8_HUMAN,bmy_01430T0,92.553,94,3.64e-57,180
14339,tr|B7Z1L6|B7Z1L6_HUMAN,bmy_03783T0,92.793,111,5.49e-75,218
14340,tr|B7Z3D6|B7Z3D6_HUMAN,bmy_01391T0,98.113,106,1.24e-70,212
14341,tr|B7Z3K4|B7Z3K4_HUMAN,bmy_20734T0,88.043,92,1.58e-53,167
14342,tr|B7Z3N2|B7Z3N2_HUMAN,bmy_17475T0,94.048,84,5.80e-54,165
14343,tr|B7Z3V0|B7Z3V0_HUMAN,bmy_19340T0,69.231,78,6.76e-35,121
14344,tr|B7Z4A5|B7Z4A5_HUMAN,bmy_02439T0,89.011,91,3.39e-56,172
14345,tr|B7Z4N4|B7Z4N4_HUMAN,bmy_08386T0,87.692,65,2.24e-35,121
14346,tr|B7Z4S1|B7Z4S1_HUMAN,bmy_10318T0,88.506,87,3.32e-50,161
14347,tr|B7Z4Y4|B7Z4Y4_HUMAN,bmy_17711T0,77.193,114,2.69e-63,197
14348,tr|B7Z4Z1|B7Z4Z1_HUMAN,bmy_04901T0,32.203,59,0.96,27.7
14349,tr|B7Z515|B7Z515_HUMAN,bmy_12195T0,62.264,106,2.49e-37,129
14350,tr|B7Z5B7|B7Z5B7_HUMAN,bmy_00929T0,41.000,100,4.49e-19,80.5
14351,tr|B7Z668|B7Z668_HUMAN,bmy_05096T0,91.000,100,3.64e-59,190
14352,tr|B7Z6A3|B7Z6A3_HUMAN,bmy_03273T0,65.278,72,1.33e-28,100
14353,tr|B7Z6Q9|B7Z6Q9_HUMAN,bmy_03298T0,57.522,113,2.16e-37,122
14354,tr|B7Z6X0|B7Z6X0_HUMAN,bmy_18018T0,96.552,58,1.27e-33,114
14355,tr|B7Z6Z1|B7Z6Z1_HUMAN,bmy_03104T0,80.247,81,9.04e-39,129
14356,tr|B7Z796|B7Z796_HUMAN,bmy_03924T0,36.000,25,2.3,26.9
14357,tr|B7Z7B9|B7Z7B9_HUMAN,bmy_13154T0,93.590,78,1.16e-49,152
14358,tr|B7Z7D8|B7Z7D8_HUMAN,bmy_03384T0,83.784,111,9.73e-59,189
14359,tr|B7Z857|B7Z857_HUMAN,bmy_09740T0,75.000,24,3.11e-08,49.3
14360,tr|B7Z8S3|B7Z8S3_HUMAN,bmy_05341T0,50.000,24,1.7,27.3
14361,tr|B7Z9A2|B7Z9A2_HUMAN,bmy_01144T0,48.966,145,3.76e-40,140
14362,tr|B7Z9A4|B7Z9A4_HUMAN,bmy_16456T0,48.148,27,0.065,31.6
14363,tr|B7Z9E0|B7Z9E0_HUMAN,bmy_12284T0,33.333,54,0.35,29.6
14364,tr|B7Z9J3|B7Z9J3_HUMAN,bmy_03783T0,92.793,111,2.78e-75,219
14365,tr|B7Z9Q8|B7Z9Q8_HUMAN,bmy_12441T0,97.872,94,1.16e-61,191
14366,tr|B7ZA64|B7ZA64_HUMAN,bmy_21890T0,93.827,81,5.98e-52,160
14367,tr|B7ZB78|B7ZB78_HUMAN,bmy_14381T0,100.000,118,6.57e-85,245
14368,tr|B7ZBD4|B7ZBD4_HUMAN,bmy_14604T0,83.200,125,9.78e-72,214
14369,tr|B7ZBH1|B7ZBH1_HUMAN,bmy_03775T0,46.875,32,0.44,28.9
14370,tr|B7ZBL3|B7ZBL3_HUMAN,bmy_12864T0,29.885,87,3.18e-10,55.5
14371,tr|B7ZBL6|B7ZBL6_HUMAN,bmy_22394T0,53.261,92,1.68e-23,87.0
14372,tr|B7ZBM4|B7ZBM4_HUMAN,bmy_21896T0,94.215,121,5.43e-77,229
14373,tr|B7ZBT0|B7ZBT0_HUMAN,bmy_04091T0,96.330,109,1.91e-73,224
14374,tr|B7ZC83|B7ZC83_HUMAN,bmy_05191T0,61.111,90,1.25e-33,120
14375,tr|B7ZGY0|B7ZGY0_HUMAN,bmy_06798T0,42.593,54,7.58e-05,39.7
14376,tr|B7ZLS6|B7ZLS6_HUMAN,bmy_21610T0,58.621,29,0.007,33.1
14377,tr|B7ZMD0|B7ZMD0_HUMAN,bmy_15606T0,76.829,82,6.18e-39,134
14378,tr|B7ZVW6|B7ZVW6_HUMAN,bmy_20712T0,42.857,28,3.3,26.6
14379,tr|B7ZVY3|B7ZVY3_HUMAN,bmy_09977T0,31.250,112,0.018,33.1
14380,tr|B8A6G2|B8A6G2_HUMAN,bmy_21790T0,100.000,93,8.04e-64,195
14381,tr|B8K2Q5|B8K2Q5_HUMAN,bmy_14507T0,75.556,45,3.82e-15,69.3
14382,tr|B8Q188|B8Q188_HUMAN,bmy_13229T0,41.026,39,0.30,29.6
14383,tr|B8YNU9|B8YNU9_HUMAN,bmy_05760T0,95.413,109,2.79e-63,201
14384,tr|B8YNV0|B8YNV0_HUMAN,bmy_05760T0,94.495,109,8.57e-63,200
14385,tr|B8ZZ19|B8ZZ19_HUMAN,bmy_22177T0,52.475,101,8.35e-31,104
14386,tr|B8ZZ29|B8ZZ29_HUMAN,bmy_01876T0,83.784,111,1.90e-59,195
14387,tr|B8ZZ43|B8ZZ43_HUMAN,bmy_15251T0,97.826,46,2.60e-26,95.1
14388,tr|B8ZZ80|B8ZZ80_HUMAN,bmy_20061T0,90.826,109,7.35e-63,200
14389,tr|B8ZZ85|B8ZZ85_HUMAN,bmy_07476T0,78.431,51,1.91e-20,82.8
14390,tr|B8ZZA2|B8ZZA2_HUMAN,bmy_14522T0,98.198,111,3.13e-77,225
14391,tr|B8ZZC6|B8ZZC6_HUMAN,bmy_02808T0,29.213,89,3.9,26.2
14392,tr|B8ZZE5|B8ZZE5_HUMAN,bmy_22646T0,60.241,83,7.06e-29,100
14393,tr|B8ZZT5|B8ZZT5_HUMAN,bmy_14897T0,83.333,90,1.31e-48,158
14394,tr|B8ZZU8|B8ZZU8_HUMAN,bmy_02737T0,97.248,109,1.34e-74,216
14395,tr|B8ZZW8|B8ZZW8_HUMAN,bmy_03678T0,93.878,98,6.42e-36,127
14396,tr|B8ZZY8|B8ZZY8_HUMAN,bmy_21194T0,97.778,45,1.26e-25,94.4
14397,tr|B9A053|B9A053_HUMAN,bmy_10448T0,100.000,118,1.35e-85,249
14398,tr|B9A055|B9A055_HUMAN,bmy_01561T0,84.416,77,8.16e-42,134
14399,tr|B9TX23|B9TX23_HUMAN,bmy_06645T0,91.954,87,6.82e-53,173
14400,tr|B9TX29|B9TX29_HUMAN,bmy_06363T0,96.629,89,6.81e-45,152
14401,tr|B9TX45|B9TX45_HUMAN,bmy_06363T0,90.000,50,2.69e-25,97.4
